name,category,osm_type,osm_id,latitude,longitude,map_link,map_preview_link,address,summary,alignment_to_downtown_perks,operating_hours,contact_phone,contact_email,website,specials,deals_offers,events_available,source,last_enriched_utc
Foxy's Proper Pub,Bar / Nightlife,way,1032979883,30.26426,-97.742469,https://www.openstreetmap.org/way/1032979883#map=19/30.264260/-97.742469,https://www.openstreetmap.org/?mlat=30.264260&mlon=-97.742469#map=18/30.264260/-97.742469,"201, Brazos Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",We-Mo 12:00-02:00,+15125016713,,https://foxysproperpub.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Friends Bar,Bar / Nightlife,node,3353538564,30.267686,-97.741003,https://www.openstreetmap.org/node/3353538564#map=19/30.267686/-97.741003,https://www.openstreetmap.org/?mlat=30.267686&mlon=-97.741003#map=18/30.267686/-97.741003,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,https://friendsbar.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Garage,Bar / Nightlife,node,4908313021,30.267773,-97.744208,https://www.openstreetmap.org/node/4908313021#map=19/30.267773/-97.744208,https://www.openstreetmap.org/?mlat=30.267773&mlon=-97.744208#map=18/30.267773/-97.744208,"503, Colorado Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-We 17:00-12:00; Th-Sa 17:00-02:00; Su closed,,events@garageatx.com,https://www.garagetx.com/,No public special listed in source data,Cocktail bar located in a converted parking garage,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Gibson Street Bar,Bar / Nightlife,way,383355032,30.255005,-97.761891,https://www.openstreetmap.org/way/383355032#map=19/30.255005/-97.761891,https://www.openstreetmap.org/?mlat=30.255005&mlon=-97.761891#map=18/30.255005/-97.761891,"1109, South Lamar Boulevard, Austin, TX, 78704",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-Th 16:00-02:00; Fr-Su 12:00-02:00,+1-512-386-1345,,https://www.gibsonstreetbar.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Golden Ace,Bar / Nightlife,node,1481848476,30.265415,-97.748667,https://www.openstreetmap.org/node/1481848476#map=19/30.265415/-97.748667,https://www.openstreetmap.org/?mlat=30.265415&mlon=-97.748667#map=18/30.265415/-97.748667,"419, West 2nd Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-Su 16:00-24:00,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Good Intentions,Bar / Nightlife,way,328607273,30.266778,-97.73928,https://www.openstreetmap.org/way/328607273#map=19/30.266778/-97.739280,https://www.openstreetmap.org/?mlat=30.266778&mlon=-97.739280#map=18/30.266778/-97.739280,"401, East 6th Street, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Green Light Social,Bar / Nightlife,way,99868647,30.270398,-97.750095,https://www.openstreetmap.org/way/99868647#map=19/30.270398/-97.750095,https://www.openstreetmap.org/?mlat=30.270398&mlon=-97.750095#map=18/30.270398/-97.750095,"720, West 6th Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Green Light Social,Bar / Nightlife,node,3849779883,30.270363,-97.750394,https://www.openstreetmap.org/node/3849779883#map=19/30.270363/-97.750394,https://www.openstreetmap.org/?mlat=30.270363&mlon=-97.750394#map=18/30.270363/-97.750394,"720, West 6th Street, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Half Step,Bar / Nightlife,node,3181804699,30.258429,-97.738666,https://www.openstreetmap.org/node/3181804699#map=19/30.258429/-97.738666,https://www.openstreetmap.org/?mlat=30.258429&mlon=-97.738666#map=18/30.258429/-97.738666,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,Premium pour upgrade on house cocktails,10% off brunch windows,Resident cocktail sessions,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
HandleBar,Bar / Nightlife,node,1481721330,30.266587,-97.742091,https://www.openstreetmap.org/node/1481721330#map=19/30.266587/-97.742091,https://www.openstreetmap.org/?mlat=30.266587&mlon=-97.742091#map=18/30.266587/-97.742091,"121, East 5th Street, Austin, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-Sa 14:00-02:00; Su 12:00-02:00,,,https://handlebaraustin.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Hen,Bar / Nightlife,node,7110963076,30.264967,-97.731784,https://www.openstreetmap.org/node/7110963076#map=19/30.264967/-97.731784,https://www.openstreetmap.org/?mlat=30.264967&mlon=-97.731784#map=18/30.264967/-97.731784,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Highland Lounge,Bar / Nightlife,node,3671114130,30.266965,-97.744847,https://www.openstreetmap.org/node/3671114130#map=19/30.266965/-97.744847,https://www.openstreetmap.org/?mlat=30.266965&mlon=-97.744847#map=18/30.266965/-97.744847,"404, Colorado Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,+1-512-649-1212,,https://highlandlounge.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Historic Scoot Inn,Bar / Nightlife,node,5770943039,30.262122,-97.729394,https://www.openstreetmap.org/node/5770943039#map=19/30.262122/-97.729394,https://www.openstreetmap.org/?mlat=30.262122&mlon=-97.729394#map=18/30.262122/-97.729394,"1308, East 4th Street, Austin, TX, 78702",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
House Wine,Bar / Nightlife,way,383353308,30.261917,-97.75889,https://www.openstreetmap.org/way/383353308#map=19/30.261917/-97.758890,https://www.openstreetmap.org/?mlat=30.261917&mlon=-97.758890#map=18/30.261917/-97.758890,"408, Josephine Street, Austin, TX, 78704",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Howard's Bar and Club,Bar / Nightlife,way,382597226,30.27285,-97.756894,https://www.openstreetmap.org/way/382597226#map=19/30.272850/-97.756894,https://www.openstreetmap.org/?mlat=30.272850&mlon=-97.756894#map=18/30.272850/-97.756894,"1130, West 6th Street, Austin, TX, 78703",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Icenhauer's,Bar / Nightlife,way,312335012,30.259377,-97.738277,https://www.openstreetmap.org/way/312335012#map=19/30.259377/-97.738277,https://www.openstreetmap.org/?mlat=30.259377&mlon=-97.738277#map=18/30.259377/-97.738277,"83, Rainey Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-Fr 16:00-02:00; Sa-Su 13:00-02:00,,,https://www.icenhauers.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Idle Hands,Bar / Nightlife,way,312335011,30.2595,-97.738196,https://www.openstreetmap.org/way/312335011#map=19/30.259500/-97.738196,https://www.openstreetmap.org/?mlat=30.259500&mlon=-97.738196#map=18/30.259500/-97.738196,"85, Rainey Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-We 17:00-24:00; Th 14:00-02:00; Fr-Sa 12:00-02:00; Su 11:00-24:00,,,https://www.idlehandsaustin.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Incognito,Bar / Nightlife,node,3825339165,30.264421,-97.73321,https://www.openstreetmap.org/node/3825339165#map=19/30.264421/-97.733210,https://www.openstreetmap.org/?mlat=30.264421&mlon=-97.733210#map=18/30.264421/-97.733210,"908, East 5th Street, Austin, TX, 78702",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Mo-Su 18:00-02:00,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
J Blacks,Bar / Nightlife,node,1792579346,30.270303,-97.750219,https://www.openstreetmap.org/node/1792579346#map=19/30.270303/-97.750219,https://www.openstreetmap.org/?mlat=30.270303&mlon=-97.750219#map=18/30.270303/-97.750219,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Javelina,Bar / Nightlife,node,3181804698,30.25815,-97.738803,https://www.openstreetmap.org/node/3181804698#map=19/30.258150/-97.738803,https://www.openstreetmap.org/?mlat=30.258150&mlon=-97.738803#map=18/30.258150/-97.738803,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Kalimotxo,Bar / Nightlife,node,7024063232,30.2669,-97.750177,https://www.openstreetmap.org/node/7024063232#map=19/30.266900/-97.750177,https://www.openstreetmap.org/?mlat=30.266900&mlon=-97.750177#map=18/30.266900/-97.750177,"607, West 3rd Street, Austin, TX, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins","Tu-Th 16:00-24:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-24:00",+1-512-333-0737,,https://www.kalimotxoatx.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Key Bar,Bar / Nightlife,way,379165967,30.269699,-97.749382,https://www.openstreetmap.org/way/379165967#map=19/30.269699/-97.749382,https://www.openstreetmap.org/?mlat=30.269699&mlon=-97.749382#map=18/30.269699/-97.749382,"617, West 6th Street, 78701",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
KRAVE,Bar / Nightlife,node,3355376966,30.267439,-97.740116,https://www.openstreetmap.org/node/3355376966#map=19/30.267439/-97.740116,https://www.openstreetmap.org/?mlat=30.267439&mlon=-97.740116#map=18/30.267439/-97.740116,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,+1-512-487-4567,,https://www.facebook.com/KRAVEaustin,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Kung Fu Saloon,Bar / Nightlife,node,3194175561,30.269633,-97.749897,https://www.openstreetmap.org/node/3194175561#map=19/30.269633/-97.749897,https://www.openstreetmap.org/?mlat=30.269633&mlon=-97.749897#map=18/30.269633/-97.749897,"510, Rio Grande Street",Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Kung Fu Saloon,Bar / Nightlife,node,3670757854,30.270343,-97.750368,https://www.openstreetmap.org/node/3670757854#map=19/30.270343/-97.750368,https://www.openstreetmap.org/?mlat=30.270343&mlon=-97.750368#map=18/30.270343/-97.750368,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
La Perla,Bar / Nightlife,node,7094693505,30.263234,-97.726666,https://www.openstreetmap.org/node/7094693505#map=19/30.263234/-97.726666,https://www.openstreetmap.org/?mlat=30.263234&mlon=-97.726666#map=18/30.263234/-97.726666,,Bar / Nightlife listing in Downtown Austin.,"Resident happy-hour perks, nightlife activations, and event check-ins",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
